ID,NAME,X,Y
3539009436,遵义市公安局交警支队,红花岗大队第七中队,106.9714857999999964,27.60110450000000171
3539009452,芝林大药房,106.97631920000000605,27.5997760999999997
3539009451,晓芳药房,106.97575410000000318,27.5995153000000002
3539009450,海湾超市,106.97451660000000118,27.59998300000000171
3539009449,君康大药房,106.97412900000000491,27.60014440000000135
3539023729,永杨电器,106.92747590000000457,27.6416548000000013
3539023728,杏林大药堂,106.92715400000000159,27.64203970000000155
3539023713,遵义钛厂职工医院,106.9246167000000014,27.64176889999999887
3539009453,中国电信,深溪合作营业厅,106.97642659999999637,27.59877870000000044
3541218895,家家乐购物,106.90059599999999307,27.62360070000000078
3541218894,彩票销售点,106.90078699999999401,27.62408659999999827
3539035060,美的电器,106.92722379999999305,27.64107979999999998
3539035059,休闲网吧,106.92762070000000563,27.64129840000000016
4594859011,新站镇,106.85977780000000337,28.38692479999999918
4594804560,复兴镇,105.73819000000000301,28.52158389999999955
4594859009,市中街道,105.69865120000000047,28.58265219999999829
4594666095,程寨乡,106.30749559999999576,28.40326939999999922
4596207369,狼窝沟,105.80500000000000682,28.52270000000000039
4594859010,文华街道,105.6985243999999966,28.58704039999999935
4596207367,凤凰,105.8160000000000025,28.55389999999999873
4594859007,金华街道,105.72087779999999668,28.59470380000000134
4596727371,高石坎,105.76193519999999637,28.44943160000000049
4596680233,丙安乡,105.82007110000000694,28.47506549999999947
4596281471,皂桷树,105.73919089999999699,28.59426559999999995
4596207370,新店,105.79300000000000637,28.53290000000000148
4596838517,宝源乡,105.66590879999999686,28.37846649999999826
4596820241,元厚镇,105.9339999999999975,28.36789999999999878
4596727373,两河口乡,105.74559089999999628,28.38457229999999853
4596727372,凯旋,105.76904759999999328,28.4582860999999987
4537297752,一心诊所,106.85535720000000026,27.59233340000000112
4537297747,中国移动,China,Mobile,106.84641270000000191,27.57813960000000009
4537297750,中国移动,China,Mobile,106.84483099999999922,27.57911909999999978
4537061498,中国建设银行,CCB,106.85676610000000153,27.58869179999999943
4558243797,金银新村,106.93239370000000577,27.69836450000000028
4537297751,共青卫生室,106.85513489999999592,27.59337060000000008
4558241685,贵州银行,Bank,of,Guizhou,106.93488179999999943,27.7007405999999996
4537297749,德国马牌,Continental,106.8473544000000004,27.57918809999999965
4594496509,良村镇,106.40200000000000102,28.39349999999999952
4558241686,中国建设银行,CCB,106.93395379999999761,27.70061229999999952
4594486821,三岔河乡,106.39919410000000255,28.44286419999999893
4558241684,遵义市骨科医院,106.93497840000000565,27.70154799999999895
4594859006,大同镇,105.67784199999999828,28.5080348999999984
4594662642,东皇街道,106.20990580000000136,28.3228749999999998
4594496510,仙源镇,106.64756169999999713,28.39417100000000005
4572746032,小腮镇,107.78199999999999648,27.2602000000000011
3538669251,遵义县虾子派出所,107.1856941000000063,27.68364899999999906
3538669246,中国电信金科营业厅,107.18543219999999394,27.68361769999999922
5565774576,琊川镇,107.66528329999999869,27.69104719999999986
3538669233,美宜佳,107.18531539999999325,27.68392169999999908
3538712686,意尔康,107.18608519999999373,27.68311609999999945
3538669247,潮流前线,107.1854852999999963,27.68351420000000118
3538669253,中国农村信用合作社虾子分社,107.18690100000000598,27.68359570000000147
3538669245,中国移动,107.18557730000000561,27.68382450000000006
3538713020,特步,107.18629199999999457,27.68225610000000003
3538669254,金鑫旅社,107.18662439999999947,27.68351850000000169
3538712688,鸿星尔克,107.18590650000000153,27.6830260999999993
3538669252,风采服饰广场虾子分店,107.18628510000000631,27.68348290000000134
3538713028,芝林大药房,107.18608170000000257,27.68160209999999921
3538712689,遵义巴黎婚纱,虾子分店,107.1861806999999942,27.68291699999999977
3538713026,天天好大药房,虾子分店,107.18610649999999396,27.68197819999999965
